Theta1,Theta2,Theta3,X,Y,Z,Orientation_1_1,Orientation_1_2,Orientation_1_3,Orientation_2_1,Orientation_2_2,Orientation_2_3,Orientation_3_1,Orientation_3_2,Orientation_3_3
1.186112,1.31434,-0.609084,-1.095066,7.509711,13.537441,-0.452234,0.81469,0.362994,0.407533,-0.173269,0.896602,0.793348,0.553406,-0.253655
1.186112,1.31434,-0.416742,0.004234,7.237442,14.148201,-0.288159,0.886115,0.362994,0.366895,-0.247978,0.896602,0.884507,0.391545,-0.253655
1.186112,1.31434,-0.224399,1.17474,6.87451,14.540393,-0.113457,0.924858,0.362994,0.312727,-0.31354,0.896602,0.943043,0.215243,-0.253655
1.186112,1.31434,-0.032057,2.373283,6.434301,14.699552,0.06543,0.929491,0.362994,0.247024,-0.367538,0.896602,0.966798,0.031003,-0.253655
1.186112,1.31434,0.096171,3.16605,6.105815,14.672935,0.183754,0.913493,0.362994,0.197996,-0.39611,0.896602,0.962825,-0.092883,-0.253655
1.186112,1.31434,0.288514,4.313315,5.57403,14.435013,0.354987,0.861522,0.362994,0.118625,-0.426654,0.896602,0.927314,-0.275222,-0.253655
1.186112,1.31434,0.480856,5.37286,5.012931,13.967946,0.513128,0.777776,0.362994,0.034879,-0.441462,0.896602,0.857603,-0.447411,-0.253655
1.186112,1.31434,0.673198,6.305607,4.443213,13.288959,0.652344,0.665344,0.362994,-0.050154,-0.439988,0.896602,0.756262,-0.603098,-0.253655
1.186112,1.31434,0.865541,7.077155,3.885889,12.423094,0.767501,0.528373,0.362994,-0.133336,-0.422287,0.896602,0.627028,-0.736543,-0.253655
1.186112,1.31434,1.057883,7.659049,3.361514,11.402286,0.85435,0.371915,0.362994,-0.211601,-0.389012,0.896602,0.474669,-0.842822,-0.253655
1.186112,1.31434,1.250226,8.029825,2.889426,10.264183,0.90969,0.20174,0.362994,-0.282062,-0.341389,0.896602,0.304803,-0.918017,-0.253655
1.186112,1.31434,1.378454,8.152633,2.612447,9.460882,0.92802,0.083755,0.362994,-0.323402,-0.302516,0.896602,0.184907,-0.949457,-0.253655
1.186112,1.31434,1.570796,8.145243,2.264953,8.222006,0.926917,-0.095188,0.362994,-0.375267,-0.235117,0.896602,0.0,-0.967295,-0.253655
1.186112,1.378454,-1.442568,-4.362341,6.932307,9.18423,-0.910133,0.189678,0.368347,0.394844,0.127745,0.909824,0.125519,0.973501,-0.191159
1.186112,1.378454,-1.250226,-4.006958,7.047134,10.415545,-0.857091,0.36016,0.368347,0.411983,0.049912,0.909824,0.309297,0.931554,-0.191159
1.186112,1.378454,-1.057883,-3.439782,7.060157,11.57043,-0.772438,0.517359,0.368347,0.413926,-0.029763,0.909824,0.481668,0.855251,-0.191159
1.186112,1.378454,-0.865541,-2.68173,6.970896,12.606292,-0.659296,0.655476,0.368347,0.400604,-0.10834,0.909824,0.636275,0.747404,-0.191159
1.186112,1.378454,-0.673198,-1.760762,6.782642,13.484926,-0.521838,0.769419,0.368347,0.372506,-0.182921,0.909824,0.767414,0.611992,-0.191159
1.186112,1.378454,-0.54497,-1.072837,6.60543,13.967053,-0.419163,0.829833,0.368347,0.346057,-0.229054,0.909824,0.839373,0.508833,-0.191159
1.186112,1.378454,-0.352628,0.041772,6.26931,14.51504,-0.252803,0.894657,0.368347,0.29589,-0.290982,0.909824,0.921162,0.338996,-0.191159
1.186112,1.378454,-0.160285,1.21885,5.860073,14.835401,-0.07712,0.926484,0.368347,0.234809,-0.342178,0.909824,0.968977,0.156657,-0.191159
1.186112,1.378454,0.032057,2.414985,5.392813,14.91632,0.101408,0.924141,0.368347,0.165069,-0.380753,0.909824,0.981055,-0.031461,-0.191159
1.186112,1.378454,0.224399,3.586062,4.884763,14.754814,0.276195,0.887714,0.368347,0.089241,-0.405286,0.909824,0.956949,-0.218417,-0.191159
1.186112,1.378454,0.416742,4.688888,4.354662,14.356838,0.440796,0.818547,0.368347,0.010121,-0.414872,0.909824,0.89755,-0.397319,-0.191159
1.186112,1.378454,0.54497,5.365954,3.998652,13.967053,0.541851,0.755459,0.368347,-0.043014,-0.41276,0.909824,0.839373,-0.508833,-0.191159
1.186112,1.378454,0.737313,6.26657,3.47532,13.211651,0.676271,0.637948,0.368347,-0.121124,-0.396926,0.909824,0.726627,-0.659903,-0.191159
1.186112,1.378454,0.929655,7.000075,2.981917,12.276695,0.785749,0.496909,0.368347,-0.194766,-0.366452,0.909824,0.587081,-0.786635,-0.191159
1.186112,1.378454,1.121997,7.539415,2.536643,11.196666,0.866248,0.337543,0.368347,-0.261225,-0.322463,0.909824,0.425883,-0.884354,-0.191159
1.186112,1.378454,1.31434,7.864699,2.155919,10.011399,0.914798,0.165727,0.368347,-0.318049,-0.266581,0.909824,0.248977,-0.949457,-0.191159
1.186112,1.378454,1.506682,7.963929,1.853788,8.764607,0.929608,-0.0122,0.368347,-0.363143,-0.200868,0.909824,0.062889,-0.979542,-0.191159
1.186112,1.442568,-1.506682,-4.643283,6.348273,8.855961,-0.921938,0.107277,0.372186,0.38209,0.094245,0.919307,0.063544,0.989752,-0.127877
1.186112,1.442568,-1.378454,-4.500657,6.408002,9.700463,-0.90065,0.224291,0.372186,0.391005,0.04461,0.919307,0.189589,0.973501,-0.127877
1.186112,1.442568,-1.186112,-4.102115,6.416827,10.923862,-0.841166,0.392322,0.372186,0.392322,-0.030957,0.919307,0.372186,0.919307,-0.127877
1.186112,1.442568,-0.993769,-3.495714,6.328706,12.055291,-0.750659,0.545884,0.372186,0.37917,-0.105381,0.919307,0.541056,0.831207,-0.127877
1.186112,1.442568,-0.801427,-2.70382,6.14689,13.053021,-0.632466,0.679312,0.372186,0.352033,-0.17592,0.919307,0.689971,0.712452,-0.127877
1.186112,1.442568,-0.609084,-1.755639,5.878083,13.880254,-0.490946,0.787686,0.372186,0.311913,-0.23997,0.919307,0.813439,0.56742,-0.127877
1.186112,1.442568,-0.416742,-0.686141,5.532201,14.506481,-0.33132,0.867009,0.372186,0.260289,-0.295169,0.919307,0.906905,0.40146,-0.127877
1.186112,1.442568,-0.224399,0.465227,5.121999,14.908604,-0.159473,0.914355,0.372186,0.199064,-0.339483,0.919307,0.966924,0.220694,-0.127877
1.186112,1.442568,-0.096171,1.257398,4.820189,15.044502,-0.041239,0.927242,0.372186,0.154018,-0.362151,0.919307,0.987207,0.095235,-0.127877
1.186112,1.442568,0.096171,2.45007,4.337329,15.044502,0.136772,0.918026,0.372186,0.081949,-0.384915,0.919307,0.987207,-0.095235,-0.127877
1.186112,1.442568,0.288514,3.608944,3.83422,14.800556,0.309738,0.874951,0.372186,0.006859,-0.393482,0.919307,0.950797,-0.282192,-0.127877
1.186112,1.442568,0.480856,4.69128,3.329416,14.321661,0.471281,0.799607,0.372186,-0.068485,-0.387537,0.919307,0.87932,-0.458741,-0.127877
1.186112,1.442568,0.673198,5.657159,2.841534,13.62548,0.615442,0.694773,0.372186,-0.141304,-0.367299,0.919307,0.775413,-0.618371,-0.127877
1.186112,1.442568,0.865541,6.470958,2.38857,12.737688,0.736904,0.564313,0.372186,-0.20891,-0.333514,0.919307,0.642906,-0.755194,-0.127877
1.186112,1.442568,1.057883,7.102663,1.98723,11.69103,0.831189,0.413041,0.372186,-0.268812,-0.287429,0.919307,0.486689,-0.864165,-0.127877
1.186112,1.442568,1.186112,7.410826,1.755754,10.923862,0.877183,0.30336,0.372186,-0.30336,-0.250694,0.919307,0.372186,-0.919307,-0.127877
1.186112,1.442568,1.378454,7.690979,1.472155,9.700463,0.918997,0.130085,0.372186,-0.345688,-0.188081,0.919307,0.189589,-0.973501,-0.127877
1.186112,1.442568,1.570796,7.744042,1.273979,8.430215,0.926917,-0.047988,0.372186,-0.375267,-0.118531,0.919307,0.0,-0.99179,-0.127877
1.186112,1.506682,-1.442568,-4.808585,5.830075,9.337552,-0.916232,0.142378,0.374496,0.37978,0.010912,0.925012,0.127614,0.989752,-0.06407
1.186112,1.506682,-1.250226,-4.51303,5.797128,10.589423,-0.872119,0.314898,0.374496,0.374863,-0.061887,0.925012,0.314461,0.947106,-0.06407
1.186112,1.506682,-1.057883,-4.001967,5.671549,11.763588,-0.795841,0.475804,0.374496,0.35612,-0.132404,0.925012,0.489709,0.869528,-0.06407
1.186112,1.506682,-0.929655,-3.550532,5.538519,12.481643,-0.728463,0.573667,0.374496,0.336265,-0.176857,0.925012,0.596882,0.799767,-0.06407
1.186112,1.506682,-0.737313,-2.725796,5.27046,13.432208,-0.605368,0.702341,0.374496,0.296256,-0.237875,0.925012,0.738757,0.67092,-0.06407
1.186112,1.506682,-0.54497,-1.751469,4.929195,14.200221,-0.459946,0.80511,0.374496,0.245321,-0.290121,0.925012,0.853386,0.517327,-0.06407
1.186112,1.506682,-0.352628,-0.663486,4.527308,14.757355,-0.297561,0.878186,0.374496,0.185338,-0.331666,0.925012,0.93654,0.344655,-0.06407
1.186112,1.506682,-0.160285,0.498026,4.079624,15.083064,-0.124201,0.918873,0.374496,0.118519,-0.360978,0.925012,0.985154,0.159272,-0.06407
1.186112,1.506682,0.032057,1.69023,3.602653,15.165335,0.05374,0.92567,0.374496,0.047329,-0.376978,0.925012,0.997433,-0.031986,-0.06407
1.186112,1.506682,0.224399,2.869154,3.113986,15.001132,0.229699,0.898327,0.374496,-0.025606,-0.379073,0.925012,0.972925,-0.222064,-0.06407
1.186112,1.506682,0.352628,3.626184,2.790613,14.757355,0.342689,0.861578,0.374496,-0.073871,-0.372687,0.925012,0.93654,-0.344655,-0.06407
1.186112,1.506682,0.54497,4.687321,2.322417,14.200221,0.501067,0.780182,0.374496,-0.143751,-0.351693,0.925012,0.853386,-0.517327,-0.06407
1.186112,1.506682,0.737313,5.624641,1.889743,13.432208,0.640966,0.670012,0.374496,-0.208329,-0.317728,0.925012,0.738757,-0.67092,-0.06407
1.186112,1.506682,0.929655,6.403573,1.508548,12.481643,0.757224,0.53513,0.374496,-0.265224,-0.272045,0.925012,0.596882,-0.799767,-0.06407
1.186112,1.506682,1.121997,6.99539,1.192892,11.383584,0.845555,0.380512,0.374496,-0.312337,-0.216329,0.925012,0.432992,-0.899118,-0.06407
1.186112,1.506682,1.31434,7.378264,0.954416,10.17853,0.902701,0.21186,0.374496,-0.34793,-0.152634,0.925012,0.253133,-0.965307,-0.06407
1.186112,1.506682,1.506682,7.538074,0.801917,8.910924,0.926553,0.035394,0.374496,-0.370691,-0.083309,0.925012,0.063939,-0.995895,-0.06407
1.186112,1.570796,-1.570796,-5.084541,5.295039,8.5,-0.926917,0.0,0.375267,0.375267,0.0,0.926917,0.0,1.0,-0.0
1.186112,1.570796,-1.378454,-4.970017,5.248674,9.780763,-0.909824,0.177188,0.375267,0.368347,-0.071736,0.926917,0.191159,0.981559,-0.0
1.186112,1.570796,-1.186112,-4.630669,5.111287,11.014289,-0.859175,0.347841,0.375267,0.347841,-0.140825,0.926917,0.375267,0.926917,-0.0
1.186112,1.570796,-0.993769,-4.079013,4.887946,12.155084,-0.776838,0.505665,0.375267,0.314507,-0.204721,0.926917,0.545535,0.838088,-0.0
1.186112,1.570796,-0.801427,-3.335394,4.586888,13.161073,-0.66585,0.64484,0.375267,0.269573,-0.261067,0.926917,0.695683,0.718349,-0.0
1.186112,1.570796,-0.609084,-2.427239,4.219217,13.995154,-0.530305,0.760231,0.375267,0.214697,-0.307784,0.926917,0.820172,0.572117,-0.0
1.186112,1.570796,-0.416742,-1.388042,3.798493,14.626565,-0.3752,0.847584,0.375267,0.151902,-0.343149,0.926917,0.914413,0.404783,-0.0
1.186112,1.570796,-0.288514,-0.641213,3.496135,14.923075,-0.263733,0.888605,0.375267,0.106774,-0.359756,0.926917,0.958668,0.284528,-0.0
1.186112,1.570796,-0.096171,0.529465,3.02218,15.16904,-0.089005,0.922634,0.375267,0.036034,-0.373533,0.926917,0.995379,0.096023,-0.0
1.186112,1.570796,0.096171,1.722137,2.539321,15.16904,0.089005,0.922634,0.375267,-0.036034,-0.373533,0.926917,0.995379,-0.096023,-0.0
1.186112,1.570796,0.288514,2.892815,2.065366,14.923075,0.263733,0.888605,0.375267,-0.106774,-0.359756,0.926917,0.958668,-0.284528,-0.0
1.186112,1.570796,0.480856,3.998322,1.617795,14.440215,0.428734,0.821804,0.375267,-0.173575,-0.332711,0.926917,0.886599,-0.462538,-0.0
1.186112,1.570796,0.673198,4.997886,1.213117,13.738271,0.577923,0.724693,0.375267,-0.233975,-0.293396,0.926917,0.781831,-0.62349,-0.0
1.186112,1.570796,0.801427,5.586996,0.974612,13.161073,0.66585,0.64484,0.375267,-0.269573,-0.261067,0.926917,0.695683,-0.718349,-0.0
1.186112,1.570796,0.993769,6.330615,0.673555,12.155084,0.776838,0.505665,0.375267,-0.314507,-0.204721,0.926917,0.545535,-0.838088,-0.0
1.186112,1.570796,1.186112,6.882271,0.450214,11.014289,0.859175,0.347841,0.375267,-0.347841,-0.140825,0.926917,0.375267,-0.926917,-0.0
1.186112,1.570796,1.378454,7.221619,0.312827,9.780763,0.909824,0.177188,0.375267,-0.368347,-0.071736,0.926917,0.191159,-0.981559,-0.0
1.186112,1.570796,1.570796,7.336143,0.266461,8.5,0.926917,0.0,0.375267,-0.375267,-0.0,0.926917,0.0,-1.0,-0.0
1.250226,0.032057,-1.442568,-2.414262,13.8166,0.299899,-0.90099,0.433723,0.0101,0.433821,0.900485,0.030419,0.004099,0.031788,-0.999486
1.250226,0.032057,-1.250226,-1.747445,14.916308,0.340107,-0.801465,0.597957,0.0101,0.597957,0.800951,0.030419,0.0101,0.030419,-0.999486
1.250226,0.032057,-1.121997,-1.191043,15.569652,0.365613,-0.71842,0.695537,0.0101,0.695471,0.71791,0.030419,0.013907,0.028877,-0.999486
1.250226,0.032057,-0.929655,-0.211462,16.403196,0.40088,-0.572213,0.820043,0.0101,0.819881,0.571726,0.030419,0.01917,0.025687,-0.999486
1.250226,0.032057,-0.737313,0.909517,17.034143,0.43141,-0.404903,0.914304,0.0101,0.914052,0.404456,0.030419,0.023727,0.021548,-0.999486
1.250226,0.032057,-0.54497,2.130551,17.43922,0.456077,-0.222659,0.974844,0.0101,0.974511,0.222268,0.030419,0.027409,0.016615,-0.999486
1.250226,0.032057,-0.352628,3.406605,17.603488,0.47397,-0.032204,0.99943,0.0101,0.999029,0.031883,0.030419,0.030079,0.011069,-0.999486
1.250226,0.032057,-0.160285,4.690617,17.520889,0.484431,0.15944,0.987156,0.0101,0.9867,-0.159678,0.030419,0.031641,0.005115,-0.999486
1.250226,0.032057,0.032057,5.93523,17.19447,0.487074,0.345203,0.938474,0.0101,0.937981,-0.345349,0.030419,0.032035,-0.001027,-0.999486
1.250226,0.032057,0.160285,6.720304,16.846987,0.484431,0.462378,0.886625,0.0101,0.886118,-0.46246,0.030419,0.031641,-0.005115,-0.999486
1.250226,0.032057,0.352628,7.798732,16.145201,0.47397,0.623338,0.781887,0.0101,0.781374,-0.623321,0.030419,0.030079,-0.011069,-0.999486
1.250226,0.032057,0.54497,8.723129,15.250333,0.456077,0.761308,0.648312,0.0101,0.647811,-0.761193,0.030419,0.027409,-0.016615,-0.999486
1.250226,0.032057,0.737313,9.459401,14.195386,0.43141,0.871199,0.490826,0.0101,0.490357,-0.870991,0.030419,0.023727,-0.021548,-0.999486
1.250226,0.032057,0.929655,9.980393,13.019267,0.40088,0.948959,0.315238,0.0101,0.314817,-0.948665,0.030419,0.01917,-0.025687,-0.999486
1.250226,0.032057,1.121997,10.266891,11.765356,0.365613,0.99172,0.128023,0.0101,0.127666,-0.991351,0.030419,0.013907,-0.028877,-0.999486
1.250226,0.032057,1.31434,10.308327,10.479897,0.32691,0.997904,-0.063914,0.0101,-0.064194,-0.997474,0.030419,0.00813,-0.031003,-0.999486
1.250226,0.032057,1.442568,10.198676,9.628816,0.299899,0.981538,-0.190998,0.0101,-0.191221,-0.981076,0.030419,0.004099,-0.031788,-0.999486
1.250226,0.096171,-1.570796,-2.747306,12.98809,0.816196,-0.949056,0.313652,0.030258,0.315108,0.94467,0.091131,-0.0,0.096023,-0.995379
1.250226,0.096171,-1.378454,-2.228332,14.159055,0.939178,-0.871597,0.489288,0.030258,0.489879,0.867014,0.091131,0.018356,0.094252,-0.995379
1.250226,0.096171,-1.186112,-1.493981,15.208968,1.057625,-0.761992,0.646879,0.030258,0.646583,0.757381,0.091131,0.036034,0.089005,-0.995379
1.250226,0.096171,-0.993769,-0.571336,16.099106,1.167168,-0.624284,0.780611,0.030258,0.779439,0.619814,0.091131,0.052384,0.080476,-0.995379
1.250226,0.096171,-0.801427,0.505574,16.796639,1.263766,-0.463551,0.885553,0.030258,0.883548,0.459388,0.091131,0.066802,0.068978,-0.995379
1.250226,0.096171,-0.673198,1.289795,17.141631,1.31919,-0.346503,0.937561,0.030258,0.93504,0.342631,0.091131,0.075074,0.059869,-0.995379
1.250226,0.096171,-0.480856,2.533399,17.464932,1.386593,-0.160891,0.986508,0.030258,0.983294,0.157571,0.091131,0.085134,0.044414,-0.995379
1.250226,0.096171,-0.288514,3.816761,17.545254,1.432959,0.030656,0.999072,0.030258,0.995282,-0.033299,0.091131,0.092054,0.027321,-0.995379
1.250226,0.096171,-0.096171,5.092547,17.379635,1.456577,0.221072,0.974788,0.030258,0.970563,-0.222942,0.091131,0.095579,0.00922,-0.995379
1.250226,0.096171,0.096171,6.313706,16.974182,1.456577,0.403334,0.914552,0.030258,0.910047,-0.404362,0.091131,0.095579,-0.00922,-0.995379
1.250226,0.096171,0.288514,7.435197,16.34385,1.432959,0.570721,0.820587,0.030258,0.815968,-0.570869,0.091131,0.092054,-0.027321,-0.995379
1.250226,0.096171,0.480856,8.415659,15.511887,1.386593,0.717058,0.696356,0.030258,0.691794,-0.716321,0.091131,0.085134,-0.044414,-0.995379
1.250226,0.096171,0.609084,8.972838,14.860106,1.343857,0.800219,0.598944,0.030258,0.594514,-0.798905,0.091131,0.078755,-0.054936,-0.995379
1.250226,0.096171,0.801427,9.641072,13.763445,1.263766,0.899956,0.43493,0.030258,0.430833,-0.897819,0.091131,0.066802,-0.068978,-0.995379
1.250226,0.096171,0.993769,10.086921,12.560321,1.167168,0.966501,0.254875,0.030258,0.251262,-0.963619,0.091131,0.052384,-0.080476,-0.995379
1.250226,0.096171,1.186112,10.293941,11.295109,1.057625,0.997399,0.06542,0.030258,0.062424,-0.99388,0.091131,0.036034,-0.089005,-0.995379
1.250226,0.096171,1.378454,10.254496,10.014471,0.939178,0.991512,-0.126448,0.030258,-0.128715,-0.987485,0.091131,0.018356,-0.094252,-0.995379
1.250226,0.096171,1.570796,9.970041,8.765639,0.816196,0.949056,-0.313652,0.030258,-0.315108,-0.94467,0.091131,0.0,-0.096023,-0.995379
1.250226,0.160285,-1.442568,-2.45054,13.707335,1.493341,-0.901485,0.429878,0.050291,0.432328,0.888904,0.151469,0.020409,0.15829,-0.987182
1.250226,0.160285,-1.31434,-2.032643,14.445146,1.627837,-0.839113,0.541628,0.050291,0.542449,0.826321,0.151469,0.040483,0.15438,-0.987182
1.250226,0.160285,-1.121997,-1.235271,15.436445,1.820559,-0.720102,0.692043,0.050291,0.690404,0.707389,0.151469,0.069248,0.143795,-0.987182
1.250226,0.160285,-0.929655,-0.259956,16.257141,1.99617,-0.574533,0.816935,0.050291,0.812896,0.562367,0.151469,0.095458,0.127906,-0.987182
1.250226,0.160285,-0.737313,0.85733,16.876964,2.148193,-0.407773,0.911697,0.050291,0.905407,0.396605,0.151469,0.118148,0.107299,-0.987182
1.250226,0.160285,-0.54497,2.07538,17.273054,2.27102,-0.225975,0.972834,0.050291,0.964525,0.216215,0.151469,0.136481,0.082735,-0.987182
1.250226,0.160285,-0.352628,3.349269,17.430803,2.360122,-0.035842,0.998091,0.050291,0.98807,0.02785,0.151469,0.149779,0.05512,-0.987182
1.250226,0.160285,-0.160285,4.632016,17.344393,2.412212,0.155613,0.986537,0.050291,0.975173,-0.161541,0.151469,0.157554,0.025472,-0.987182
1.250226,0.160285,-0.032057,5.468699,17.152347,2.425369,0.280491,0.958538,0.050291,0.946509,-0.284918,0.151469,0.159518,0.005115,-0.987182
1.250226,0.160285,0.160285,6.661703,16.67049,2.412212,0.458551,0.887244,0.050291,0.87459,-0.460597,0.151469,0.157554,-0.025472,-0.987182
1.250226,0.160285,0.352628,7.741397,15.972516,2.360122,0.619699,0.783226,0.050291,0.770415,-0.619288,0.151469,0.149779,-0.05512,-0.987182
1.250226,0.160285,0.54497,8.667958,15.084167,2.27102,0.757992,0.650322,0.050291,0.637825,-0.75514,0.151469,0.136481,-0.082735,-0.987182
1.250226,0.160285,0.737313,9.407214,14.038207,2.148193,0.868329,0.493433,0.050291,0.481712,-0.86314,0.151469,0.118148,-0.107299,-0.987182
1.250226,0.160285,0.929655,9.931899,12.873212,1.99617,0.94664,0.318345,0.050291,0.307832,-0.939306,0.151469,0.095458,-0.127906,-0.987182
1.250226,0.160285,1.121997,10.222663,11.632149,1.820559,0.990038,0.131516,0.050291,0.122599,-0.98083,0.151469,0.069248,-0.143795,-0.987182
1.250226,0.160285,1.250226,10.280884,10.785053,1.69355,0.998727,0.003833,0.050291,-0.003833,-0.988455,0.151469,0.050291,-0.151469,-0.987182
1.250226,0.160285,1.442568,10.162398,9.519551,1.493341,0.981043,-0.187153,0.050291,-0.192714,-0.969494,0.151469,0.020409,-0.15829,-0.987182
1.250226,0.224399,-1.570796,-2.802083,12.82311,1.891428,-0.949056,0.307208,0.070118,0.315108,0.925261,0.211185,-0.0,0.222521,-0.974928
1.250226,0.224399,-1.378454,-2.291363,13.969217,2.176424,-0.872829,0.482963,0.070118,0.486169,0.847963,0.211185,0.042537,0.218417,-0.974928
1.250226,0.224399,-1.186112,-1.564961,14.995188,2.45091,-0.764411,0.640905,0.070118,0.639299,0.73939,0.211185,0.083505,0.206258,-0.974928
1.250226,0.224399,-0.993769,-0.649667,15.863184,2.704761,-0.6278,0.77521,0.070118,0.768851,0.603548,0.211185,0.121393,0.186492,-0.974928
1.250226,0.224399,-0.865541,0.049048,16.337998,2.857865,-0.523514,0.849127,0.070118,0.839718,0.500274,0.211185,0.144244,0.169438,-0.974928
1.250226,0.224399,-0.673198,1.201261,16.87498,3.057053,-0.351542,0.933543,0.070118,0.919865,0.330529,0.211185,0.173974,0.13874,-0.974928
1.250226,0.224399,-0.480856,2.440341,17.184657,3.21325,-0.166604,0.983528,0.070118,0.966085,0.148594,0.211185,0.197287,0.102924,-0.974928
1.250226,0.224399,-0.288514,3.720592,17.255607,3.320697,0.024478,0.997238,0.070118,0.976675,-0.038822,0.211185,0.213324,0.063313,-0.974928
1.250226,0.224399,-0.096171,4.994793,17.085214,3.375429,0.214657,0.974169,0.070118,0.951243,-0.224806,0.211185,0.221493,0.021367,-0.974928
1.250226,0.224399,0.096171,6.215951,16.679761,3.375429,0.396919,0.915171,0.070118,0.890728,-0.402498,0.211185,0.221493,-0.021367,-0.974928
1.250226,0.224399,0.288514,7.339028,16.054203,3.320697,0.564543,0.82242,0.070118,0.797361,-0.565346,0.211185,0.213324,-0.063313,-0.974928
1.250226,0.224399,0.416742,8.012604,15.525967,3.254717,0.665077,0.743476,0.070118,0.71852,-0.662669,0.211185,0.203476,-0.090073,-0.974928
1.250226,0.224399,0.609084,8.882648,14.58847,3.114215,0.794934,0.60263,0.070118,0.578595,-0.7878,0.211185,0.182505,-0.127308,-0.974928
1.250226,0.224399,0.801427,9.556258,13.507997,2.928614,0.895473,0.439559,0.070118,0.41733,-0.883876,0.211185,0.154804,-0.159848,-0.974928
1.250226,0.224399,0.993769,10.00859,12.324399,2.704761,0.962985,0.260276,0.070118,0.240674,-0.947353,0.211185,0.121393,-0.186492,-0.974928
1.250226,0.224399,1.186112,10.222961,11.081329,2.45091,0.994981,0.071393,0.070118,0.055141,-0.97589,0.211185,0.083505,-0.206258,-0.974928
1.250226,0.224399,1.378454,10.191465,9.824633,2.176424,0.99028,-0.120122,0.070118,-0.132426,-0.968434,0.211185,0.042537,-0.218417,-0.974928
1.250226,0.224399,1.570796,9.915264,8.60066,1.891428,0.949056,-0.307208,0.070118,-0.315108,-0.925261,0.211185,0.0,-0.222521,-0.974928
1.250226,0.288514,-1.506682,-2.702893,13.078166,2.540624,-0.927751,0.36227,0.089657,0.372754,0.887771,0.270033,0.01823,0.283943,-0.958668
1.250226,0.288514,-1.31434,-2.124285,14.169135,2.902035,-0.841392,0.532937,0.089657,0.535585,0.800145,0.270033,0.072172,0.275222,-0.958668
1.250226,0.288514,-1.121997,-1.337762,15.127757,3.245612,-0.724,0.683948,0.089657,0.678663,0.683007,0.270033,0.123452,0.25635,-0.958668
1.250226,0.288514,-0.929655,-0.372334,15.918676,3.558683,-0.579907,0.809735,0.089657,0.79671,0.54068,0.270033,0.170179,0.228024,-0.958668
1.250226,0.288514,-0.737313,0.736394,16.512722,3.829702,-0.414425,0.905657,0.089657,0.885374,0.378411,0.270033,0.21063,0.191288,-0.958668
1.250226,0.288514,-0.54497,1.947528,16.887986,4.048673,-0.233658,0.968176,0.089657,0.941384,0.202186,0.270033,0.243312,0.147497,-0.958668
1.250226,0.288514,-0.352628,3.216402,17.030627,4.20752,-0.044274,0.994988,0.089657,0.962673,0.018504,0.270033,0.26702,0.098266,-0.958668
1.250226,0.288514,-0.224399,4.07132,16.993528,4.277024,0.083325,0.992481,0.089657,0.957136,-0.104752,0.270033,0.277394,0.063313,-0.958668
1.250226,0.288514,-0.032057,5.332158,16.741108,4.32384,0.27151,0.95825,0.089657,0.919461,-0.285785,0.270033,0.284381,0.00912,-0.958668
1.250226,0.288514,0.160285,6.525903,16.261482,4.300384,0.449681,0.888678,0.089657,0.847876,-0.456278,0.270033,0.28088,-0.045411,-0.958668
1.250226,0.288514,0.352628,7.608529,15.572341,4.20752,0.611267,0.78633,0.089657,0.745019,-0.609942,0.270033,0.26702,-0.098266,-0.958668
1.250226,0.288514,0.54497,8.540107,14.699099,4.048673,0.750308,0.65498,0.089657,0.614684,-0.741111,0.270033,0.243312,-0.147497,-0.958668
1.250226,0.288514,0.737313,9.286277,13.673965,3.829702,0.861677,0.499474,0.089657,0.461679,-0.844947,0.270033,0.21063,-0.191288,-0.958668
1.250226,0.288514,0.865541,9.666817,12.924639,3.654225,0.918474,0.385184,0.089657,0.349839,-0.897048,0.270033,0.184439,-0.216652,-0.958668
1.250226,0.288514,1.057883,10.046665,11.732509,3.353956,0.975168,0.202507,0.089657,0.171909,-0.94738,0.270033,0.139623,-0.247914,-0.958668
1.250226,0.288514,1.250226,10.185543,10.4979,3.019186,0.995896,0.012361,0.089657,-0.012361,-0.962772,0.270033,0.089657,-0.270033,-0.958668
1.250226,0.288514,1.442568,10.078327,9.266345,2.662261,0.979894,-0.178241,0.089657,-0.196175,-0.942655,0.270033,0.036385,-0.282192,-0.958668
1.250226,0.352628,-1.570796,-2.899736,12.528993,2.935603,-0.949056,0.295719,0.108827,0.315108,0.890659,0.327771,-0.0,0.345365,-0.938468
1.250226,0.352628,-1.378454,-2.403731,13.630782,3.377934,-0.875025,0.471686,0.108827,0.479554,0.813999,0.327771,0.06602,0.338996,-0.938468
1.250226,0.352628,-1.186112,-1.691501,14.614071,3.80395,-0.768722,0.630256,0.108827,0.626314,0.707317,0.327771,0.129604,0.320125,-0.938468
1.250226,0.352628,-1.057883,-1.109227,15.185632,4.071097,-0.681815,0.723384,0.108827,0.711622,0.621419,0.327771,0.169477,0.300923,-0.938468
1.250226,0.352628,-0.865541,-0.098503,15.893599,4.435568,-0.530961,0.840379,0.108827,0.817288,0.473926,0.327771,0.223875,0.262977,-0.938468
1.250226,0.352628,-0.673198,1.043426,16.399607,4.744719,-0.360524,0.92638,0.108827,0.892812,0.308955,0.327771,0.270017,0.215332,-0.938468
